Consumer.No,Status,Name,Mobile,State,City,Discom,Sub_Division,SubStation,Address,Latitude/Longitude,New_Mtr.No,Agency,Field_Engg.,Field_User,Install_Date,Mtr_Make,Mtr_Type,Mtr_Model,BodySeal.No,TerminalSeal.No,ModemSeal.No,Box_Seal.No,Sim.No,Sim_IMEI.No,Initial_Reading,Closing_Reading,Final Reading-KWH,Final Reading-KVAH,Final Reading-KVA,Final Reading-KW,LTCTRatio,Sealed,GPSSignal,SIMPID,CM_NewMtrMF,con_mail,ins_remark,OLDMtrNo,OldMtrMake,Mtr.Location,Mtr.Feasibility,Exception,MeterStatus,CertifyPageNo,VerifiedMobile No.
1165520000,L&T,SMT.VISHAV MOHINI,7206037008,Pun,Amsar,PCL,SDO21312,1146,H.NO.518/4 KARNAL Karnal HR IND,29.6650532/76.9971312,GP4457979,SDO21312,SDO21312,XYZ,05-Apr-19,123,1-Phase,SKM-145,l6119117/g1245209,6131577,l6119200,g1245214/,#89910100009009951314,#863709024304596,0,0,4494,,0,0,1,1,,0,1,@,,8056332,123,Out,,,,0,7206037008
3659020000,L&T,ASHA RANI,9215544702,Pun,Amsar,PCL,SDO21312,1146,#456/4 HIG Karnal HR IND,29.6636825/76.9961228,GP4457604,SDO21312,SDO21312,XYZ,05-Apr-19,123,1-Phase,SKM-145,L6119897/G1245084,6132155,L6118882,G1245091/,#89910100009009949706,#863709024291108,0,0,8280.9,,0,0,1,1,,0,1,gmail.com,,5448539,123,Out,,,,0,9215544702
6355520000,L&T,KRISHNA DEVI,9996296533,Pun,Amsar,PCL,SDO21312,1146,#614/4-5 G.F.HBC Karnal HR IND,29.664943/76.9971387,GP4457866,SDO21312,SDO21312,XYZ,05-Apr-19,123,1-Phase,SKM-145,L6119487/G1244913,6138701,L6119545,G1244911/,#89910100009009947833,#863709023490636,0,0,11907,,0,0.28,1,1,,0,1,@,,6348156,123,Out,,,,0,9996296533
3726020000,L&T,GAJENDER S/O,8059226518,Pun,Amsar,PCL,SDO21312,1146,H.NO 518 SEC 4 KARNAL KARNAL HR IND,29.6704354/76.9958071,GP4458113,SDO21312,SDO21312,XYZ,05-Apr-19,123,1-Phase,SKM-145,L6119467/G1245207,6131450,L6118970,G1245213/,#89910100009009950910,#863709024249627,0,0,20511,,0,0,1,1,,0,1,@,OK,293505,123,Out,,,,0,8059226518
6716020000,L&T,HARIOM SHARMA,8684882222,Pun,Amsar,PCL,SDO21312,1146,S/O LAXMI CHAND HNO 578/4-5 Karnal HR IND,29.6644553/76.9969916,GP4457970,SDO21312,SDO21312,XYZ,05-Apr-19,123,1-Phase,SKM-145,L6118929/G1245236,6131592,L6118952,G1245238/,#89910100009009949847,#863709024211312,0,0,30380,,0,0,1,1,,0,1,@,,292660,123,Out,,,,0,8684882222
687910000,L&T,CHANDER SHEKHER,9813133305,Pun,Amsar,PCL,SDO21312,1146,S/O HARI CHAND 568 S EC. 45 Karnal HR IND,29.6645504/76.9968003,GP4457888,SDO21312,SDO21312,XYZ,05-Apr-19,123,1-Phase,SKM-145,L6122024,6130396,L6118512,G1245237/,#89910100009009951835,#863709023491238,0,0,11566,,0,0,1,1,,0,1,@,,6515738,123,Out,,,,0,9813133305
2195220000,L&T,RAJ KUMAR,9996137424,Pun,Amsar,PCL,SDO21312,1146,S/O RAM GOPAL HNO 57 4-Apr Karnal HR IND,29.6708985/76.996887,GP4456697,SDO21312,SDO21312,XYZ,05-Apr-19,123,1-Phase,SKM-145,L6120678/G1244937,6131879,L6120841,G1244925/,#89910100009009950605,#863709024347413,0,0,12756,,0,0.28,1,1,,0,1,@,,853143,123,Out,,,,0,9996137424
5992220000,L&T,MANJU GUPTA,9215704954,Pun,Amsar,PCL,SDO21312,1146,H.NO 554 SEC 4 KARNAL KARNAL HR IND,29.6643384/76.996283,GP4457857,SDO21312,SDO21312,XYZ,05-Apr-19,123,1-Phase,SKM-145,L6117700/G1245064,6132496,L6119973,G1245065/,#89910100009009949904,#863709024209845,0,0,16788,,0,0,1,1,,0,1,@,,6515566,123,Out,,,,0,9215704954
7331209794,L&T,SUNITA AGGARWAL,9814697350,Pun,Amsar,PCL,SDO21312,1146,657 SEC 4 KARNAL Karnal HR-132001 IND,29.6637408/76.9961179,GP4458179,SDO21312,SDO21312,XYZ,05-Apr-19,123,1-Phase,SKM-145,L6403605/G1245100,6139992,L6403494,G1245099/,#89910100009009949698,#863709022491163,0,0,9926,,0,0,1,1,,0,1,gmail.com,,6771346,123,Out,,,,0,9814697350
6506520000,L&T,MAN MOHAN SHARMA,9466620459,Pun,Amsar,PCL,SDO21312,1146,"S/O BALDEV SHARMA H.NO-577 SEC-4,HBC KARNAL HR IND",29.6646077/76.9970963,GP4457436,SDO21312,SDO21312,XYZ,05-Apr-19,123,1-Phase,SKM-145,L6118230/G1245234,6138785,L6118832,G1245226/,#89910100009009949821,#863709024322911,0,0,9769,,0,0,1,1,,0,1,@,,6515004,123,Out,,,,0,9466620459
8887910000,L&T,PUSHPA SAINI,9896709021,Pun,Amsar,PCL,SDO21312,1146,W/O K L SAINI HNO.63 1 Karnal HR IND,29.6646454/76.9965414,GP4456692,SDO21312,SDO21312,XYZ,05-Apr-19,123,1-Phase,SKM-145,L6120748/g1244941,6130173,L6120562,G1244948/,#89910100009009950662,#863709024270706,0,0,9043,,0,0,1,1,,0,1,@,,6514999,123,Out,,,,0,9896709021
9395220000,L&T,KRISHNA DEVI,9996311004,Pun,Amsar,PCL,SDO21312,1146,#614/4-5 F.F. HBC Karnal HR IND,29.6648906/76.996916,GP4457891,SDO21312,SDO21312,XYZ,05-Apr-19,123,1-Phase,SKM-145,L6118538/G1244920,6130113,L6119624,G1244919/,#89910100009009950571,#863709024374631,0,0,9879,,0,0.28,1,1,,0,1,@,,524975,123,Out,,,,0,9996311004
8895220000,L&T,MANJU RANI,9813212154,Pun,Amsar,PCL,SDO21312,1146,#657/4-5 G.F Karnal HR IND,29.6638043/76.9961067,GP4457609,SDO21312,SDO21312,XYZ,05-Apr-19,123,1-Phase,SKM-145,L6118046/G1245096,6130299,L6118321,G1245098/,#89910100009009949888,#863709024365860,0,0,8915,,0,0,1,1,,0,1,gmail.com,,5339103,123,Out,,,,0,9813212154
5688426203,L&T,RAJNI,9812270107,Pun,Amsar,PCL,SDO21312,1146,SECTOR 4-5 HBC U.E SECTOR 4-5 HBC U.E Sector-4 KARNAL Karnal HR-132001 IND,29.6649473/76.997207,GP4457980,SDO21312,SDO21312,XYZ,05-Apr-19,123,1-Phase,SKM-145,L6118965/G1244918,6131455,L6119067,G1244917/,#89910100009009949763,#863709024244560,0,0,6262,,0,0.28,1,1,,0,1,@,,38821155,123,Out,,,,0,9812270107
658656330,L&T,CHANDERPATI.W/O.DILBHAG SINGH,9896879260,Pun,Amsar,PCL,SDO21312,1146,594.HIG.FIRST FLOOR SEC.4-5 KARNAL Karnal HR-132001 IND,29.665015/76.9970983,GP4457864,SDO21312,SDO21312,XYZ,05-Apr-19,123,1-Phase,SKM-145,L6119884/G1244909,6138257,L6119118,G1244910/,#89910100009009951389,#89910100009009951389,0,0,1722,,0,0,1,1,,0,1,@,,8261647,123,Out,,,,0,9896879260
255520000,L&T,ARUN KUMAR,9541173035,Pun,Amsar,PCL,SDO21312,1146,RAM LAL H.N 592 SEC. 4 HIG Karnal HR IND,29.6648085/76.9967808,GP4457927,SDO21312,SDO21312,XYZ,05-Apr-19,123,1-Phase,SKM-145,L6118200/G1244902,6131451,L6118925,G1244901/,#89910100009009951884,#863709024363824,0,0,12186,,0,0,1,1,,0,1,@,OK,6347976,123,Out,,,,0,9541173035
5074520000,L&T,DAVINDER KAUSHIK,9466867751,Pun,Amsar,PCL,SDO21312,1146,H.NO 555 Karnal HR IND,29.6644123/76.996361,GP4457529,SDO21312,SDO21312,XYZ,05-Apr-19,123,1-Phase,SKM-145,L6120226/G1245059,6136200,L6120297,G1245057/,#89910100009009950233,#863709024316137,0,0,7585,,0,0,1,1,,0,1,@,,577438,123,Out,,,,0,9466867751
9174520000,L&T,CHANDER PATI,9896875761,Pun,Amsar,PCL,SDO21312,1146,W/O DILBAGH SINGH HN O 594 HIG 4-5 Karnal HR IND,29.6652003/76.9966937,GP4457862,SDO21312,SDO21312,XYZ,05-Apr-19,123,1-Phase,SKM-145,L6119790/G1244908,6132420,L6118247,G1244907/,#89910100009009949797,#863709023491196,0,0,17549,,0,0.28,1,1,,0,1,@,,6348155,123,Out,,,,0,9896875761
1895220000,L&T,P.V. TANEJA,8813996165,Pun,Amsar,PCL,SDO21312,1146,H.N 444 SEC. 4 Karnal HR IND,29.6637269/76.9966293,GP4457750,SDO21312,SDO21312,XYZ,05-Apr-19,123,1-Phase,SKM-145,L6119432/G1245068,6130381,L6119228,G1245069/,#89910100009009949870,#863709024260442,0,0,8410,,0,0,1,1,,0,1,@,,5616803,123,Out,,,,0,8813996165
3226020000,L&T,ASHA RANI,9215543323,Pun,Amsar,PCL,SDO21312,1146,#442/4 HIG U.E H.NO. 442 LIG. Karnal HR IND,29.6656692/76.9979669,GP4457949,SDO21312,SDO21312,XYZ,05-Apr-19,123,1-Phase,SKM-145,L6118253|G1245072,6131536,L6119365,G1245073/,#89910100009009950225,#863709024255467,0,0,7895,,0,0,1,1,,0,1,gmail.com,,6515560,123,Out,,,,0,9215543323
2595220000,L&T,DHARAMBIR SINGH,8053164725,Pun,Amsar,PCL,SDO21312,1146,S/O JAI SINGH HNO 63 3 HIG 4 Karnal HR IND,29.6646173/76.9965483,GP4456696,SDO21312,SDO21312,XYZ,05-Apr-19,123,1-Phase,SKM-145,L6120628/G1244943,6130151,L6120358,G1244949/,#89910100009009950654,#863709024368674,0,0,9524,,0,0,1,1,,0,1,@,,6515002,123,Out,,,,0,8053164725
4506520000,L&T,KARAN SINGH,9896696604,Pun,Amsar,PCL,SDO21312,1146,S/O ISHWAR DASS HNO 571 Karnal HR IND,29.6646243/76.9966732,GP4457971,SDO21312,SDO21312,XYZ,05-Apr-19,123,1-Phase,SKM-145,L6118928/1245250,6131426,L6118935,G1244950/,#89910100009009949839,#863709024361992,0,0,12222,,0,0,1,1,,0,1,@,,6651005,123,Out,,,,0,9896696604
5506520000,L&T,SUNDARI DEVI,9468223620,Pun,Amsar,PCL,SDO21312,1146,S/O RANBIR SINGH SEC 4 KNL Karnal HR IND,29.6669893/76.9961112,GP4456695,SDO21312,SDO21312,XYZ,05-Apr-19,123,1-Phase,SKM-145,L6120684/G1244939,6130167,L6120657,G1244940/,#89910100009009950613,#863709024147532,0,0,4505,,0,0.28,1,1,,0,1,@,,6517117,123,Out,,,,0,9468223620
5825520000,L&T,KARTAR SINGH,9416174473,Pun,Amsar,PCL,SDO21312,1146,#655 FF SEC 4 Karnal HR IND,29.6639094/76.9961591,GP4457605,SDO21312,SDO21312,XYZ,05-Apr-19,123,1-Phase,SKM-145,L6118356/G1245088,6136129,L6118784,G1245089/,#89910100009009950274,#863709024367163,0,0,24759,,0,0,1,1,,0,1,gmail.com,,11129236,123,Out,,,,0,9416174473
1687910000,L&T,RAMESH CHAND,9034788878,Pun,Amsar,PCL,SDO21312,1146,S/O MOJI RAM HNO 575 /4-5 Karnal HR IND,29.6708985/76.996887,GP4456693,SDO21312,SDO21312,XYZ,05-Apr-19,123,1-Phase,SKM-145,L6120487/G1244924,6130145,L6120319,G1244921/,#89910100009009950589,#863709024281133,0,0,25295.2,,0,0.28,1,1,,0,1,@,,11737980,123,Out,,,,0,9034788878
6992220000,L&T,SURINDER KAUSHIK,9416003361,Pun,Amsar,PCL,SDO21312,1146,S/O RATI RAM HNO 556 -9 Karnal HR IND,29.6642649/76.996504,GP4457852,SDO21312,SDO21312,XYZ,05-Apr-19,123,1-Phase,SKM-145,L6119302/G1245067,6131104,L6119394,G1245061/,#89910100009009949953,#863709024274252,0,0,12259,,0,0,1,1,,0,1,@,,6515561,123,Out,,,,0,9416003361
4549020000,L&T,SMT.PROMILA,9466340728,Pun,Amsar,PCL,SDO21312,1146,"#517/4,F.F. HBC,KNL Karnal HR IND",29.6704354/76.9958071,GP4458109,SDO21312,SDO21312,XYZ,05-Apr-19,123,1-Phase,SKM-145,L6118985/G1245215,6131577,L6119714,G1245216/,#89910100009009950670,#863709024199186,0,0,18960,,0,0,1,1,,0,1,@,,206134,123,Out,,,,0,9466340728
535520000,L&T,ANSHU BALA,9466650869,Pun,Amsar,PCL,SDO21312,1146,H.NO 449 HBC SEC 4 KARNAL KARNAL HR IND,29.6636809/76.9961199,GP4457608,SDO21312,SDO21312,XYZ,05-Apr-19,123,1-Phase,SKM-145,L6118679/G1245086,6130226,L6118071,G1245087/,#89910100009009950142,#863709024255590,0,0,7881,,0,0,1,1,,0,1,gmail.com,,6096904,123,Out,,,,0,9466650869
3174520000,L&T,VIKRAM,9996459801,Pun,Amsar,PCL,SDO21312,1146,S/O ARJAN HNO 572/4- 5 Karnal HR IND,29.6642947/76.9968739,GP4456694,SDO21312,SDO21312,XYZ,05-Apr-19,123,1-Phase,SKM-145,L6120749/G1244936,6132118,L6093791,G1244922/,#89910100009009950597,#863709024283469,0,0,6498.3,,0,0.28,1,1,,0,1,@,,6495939,123,Out,,,,0,9996459801
1887910000,L&T,MEENA DEVI,9466220031,Pun,Amsar,PCL,SDO21312,1146,H.NO.615/4_5 UE KARNAL Karnal HR IND,29.6704354/76.9958071,GP4457977,SDO21312,SDO21312,XYZ,05-Apr-19,123,1-Phase,SKM-145,L6119317/G1245208,6131908,L6118796,G1245219/,#89910100009009951322,#863709024243729,0,0,8760,,0,0,1,1,,0,1,@,,6513994,123,Out,,,,0,9466220031
3195220000,L&T,RAJ KAMAL,9017305490,Pun,Amsar,PCL,SDO21312,1146,S/O MADAN MOHAN HNO 576/4-5 Karnal HR IND,29.6656692/76.9979669,GP4457510,SDO21312,SDO21312,XYZ,05-Apr-19,123,1-Phase,SKM-145,L6120050/G1245058,6130696,L6130545,G1245059/,#89910100009009950209,#863709024271019,0,0,19556,,0,0,1,1,,0,1,@,,6515563,123,Out,,,,0,9017305490
4992220000,L&T,SANJEEV KUMAR,9255201172,Pun,Amsar,PCL,SDO21312,1146,VIDHAYANAD HIG HNO 5 Karnal HR IND,29.6642879/76.9964797,GP4457850,SDO21312,SDO21312,XYZ,05-Apr-19,123,1-Phase,SKM-145,L6118488/G1245062,6130639,L6119279,G1245063/,#89910100009009950183,#863709024362040,0,0,20845,,0,0,1,1,,0,1,@,,6515558,123,Out,,,,0,9255201172
4606520000,L&T,BAJINDER SINGH,9188888888,Pun,Amsar,PCL,SDO21312,1146,589/4/HIG KNL Karnal HR IND,29.6649511/76.9968308,GP4457886,SDO21312,SDO21312,XYZ,05-Apr-19,123,1-Phase,SKM-145,L6118786/G1245224,6138780,L6118953,G1245225/,#89910100009009949896,#863709023503131,0,0,12551,,0,0,1,1,,0,1,@,,6514997,123,Out,,,,0,9188888888
5606520000,L&T,VINOD KUMAR,9541172000,Pun,Amsar,PCL,SDO21312,1146,S/O RAGHUNANDAN LAL HNO.591 SEC 45 Karnal HR IND,29.6646273/76.9971163,GP4457922,SDO21312,SDO21312,XYZ,05-Apr-19,123,1-Phase,SKM-145,L6118375/G1244906,6131474,L6118537,G1244905/,#89910100009009951876,#863709024366033,0,0,9218,,0,0.28,1,1,,0,1,@,OK,6348154,123,Out,,,,0,9541172000
6203220000,L&T,SHIV KUMAR,9255144532,Pun,Amsar,PCL,SDO21312,1146,S/O NAGPAL 612 4-5 Karnal HR IND,29.6650503/76.9971845,GP4457981,SDO21312,SDO21312,XYZ,05-Apr-19,123,1-Phase,SKM-145,l6118981/g125205,6131402,l6119804,g1245212/,#89910100009009950555,#863709024184246,0,0,10224,,0,0,1,1,,0,1,@,,6513997,123,Out,,,,0,9255144532
6726020000,L&T,DAYA NAND,9896071701,Pun,Amsar,PCL,SDO21312,1146,"517/4,S.F.,II TYPE H.B,KNL Karnal HR IND",29.6651549/76.9972495,GP4457926,SDO21312,SDO21312,XYZ,05-Apr-19,123,1-Phase,SKM-145,L6118510/G1245204,6131571,L6119070,G1245218/,#89910100009009950837,#863709024261747,0,0,24026,,0,0,1,1,,0,1,@,,445597,123,Out,,,,0,9896071701
5355520000,L&T,SUDHIR CHADHA,9728041125,Pun,Amsar,PCL,SDO21312,1146,S/O BHOLA NATH HNO 6 13 HIG Karnal HR IND,29.6694854/76.9960971,GP4457867,SDO21312,SDO21312,XYZ,05-Apr-19,123,1-Phase,SKM-145,L6119072/G1245277,6130400,L6094856,G1244915/,#89910100009009947817,#863709024197891,0,0,9157,,0,0.28,1,1,,0,1,@,,6097844,123,Out,,,,0,9728041125
6940409293,L&T,RAJESH RANI W/O SURAJ BHAN JHABBE,7206258090,Pun,Amsar,PCL,SDO21312,1146,H.NO-610/SEC-4 HBC U.E KARNAL HR IND,29.6651404/76.9972591,GP4458108,SDO21312,SDO21312,XYZ,05-Apr-19,123,1-Phase,SKM-145,L6119801/G1245206,6131909,L6118820,G1245217/,#89910100009009950563,#863709024156905,0,0,9785,,0,0,1,1,,0,1,@,,6348149,123,Out,,,,0,7206258090
5406220000,Sub Contractor,SMT.SUSHILA DEVI,7015982830,Pun,Amsar,PCL,SDO21312,1146,"W/O BALJEET #479/4,G.F.,HIG Karnal HR IND",29.6630517/76.9956632,GP4458076,SDO21312,SDO21312,XYZ,05-Apr-19,123,1-Phase,SKM-145,L6119845/G1245459,6138245,L6119387,G1244228/,#89910100009010172959,#863709022725297,0,0,12220,,0,2.2,1,1,,0,1,gmail.com,OK,850116,123,Out,,,,0,7015982830
7855520000,Sub Contractor,ANURADHA,9813641344,Pun,Amsar,PCL,SDO21312,1146,#483/4 HIG HBC Karnal HR IND,29.6629751/76.9957697,GP4457746,SDO21312,SDO21312,XYZ,05-Apr-19,123,1-Phase,SKM-145,L6119367/G1245453,6131837,L6119501,G1244231/,#89910100009010172025,#863709024260608,0,0,4914,,0,0.68,1,1,,0,1,gmail.com,OK,949485,123,Out,,,,0,9813641344
7703220000,Sub Contractor,SH.LACHMAN SINGH,8950353338,Pun,Amsar,PCL,SDO21312,1146,H.NO-480 SEC-4 U.E KARNAL HR IND,29.663103/76.9956888,GP4457688,SDO21312,SDO21312,XYZ,05-Apr-19,123,1-Phase,SKM-145,L6118300/G1245460,6131096,L6118526,G1244230/,#89910100009010172017,#863709024261549,0,0,9599,,0,0.9,1,1,,0,1,gmail.com,OK,11812992,123,Out,,,,0,8950353338
2426020000,Sub Contractor,JAI BHAGWAN,7015982830,Pun,Amsar,PCL,SDO21312,1146,S/O SORAV SINGH HNO 479 Karnal HR IND,29.6630514/76.9957031,GP4457611,SDO21312,SDO21312,XYZ,05-Apr-19,123,1-Phase,SKM-145,L6118152/G1245458,6130504,L6118206,G1244229/,#89910100009010172355,#863709024271183,0,0,4159,,0,2.1,1,1,,0,1,gmail.com,OK,D0196128,123,Out,,,,0,7015982830
3426020000,L&T,RAJ KUMAR,9996248221,Pun,Amsar,PCL,SDO21312,1146,BIRBHAN H.N 481 SEC. 4 Karnal HR IND,29.6629975/76.9957447,GP4458075,SDO21312,SDO21312,XYZ,05-Apr-19,123,1-Phase,SKM-145,L6118968/G1245455,6131939,L6119784,G1244234/,#89910100009010172850,#863709022512158,0,0,7356,,0,1.6,1,1,,0,1,gmail.com,,6515536,123,Out,,,,0,9996248221
7803220000,L&T,NARINDER SINGH,9416785330,Pun,Amsar,PCL,SDO21312,1146,H.NO.490/4 HIG H.B. KARNAL Karnal HR IND,29.6628862/76.9956685,GP4457693,SDO21312,SDO21312,XYZ,05-Apr-19,123,1-Phase,SKM-145,L6119149/G1245465,6136171,L6119832,G1244235/,#89910100009010172876,#863709024166201,0,0,15737,,0,0.48,1,1,,0,1,gmail.com,,855595,123,Out,,,,0,9416785330
4995220000,L&T,SANDEEP,9416781768,Pun,Amsar,PCL,SDO21312,1146,SAJJAN KUMAR Karnal HR IND,29.6629101/76.9956317,GP4457689,SDO21312,SDO21312,XYZ,05-Apr-19,123,1-Phase,SKM-145,L6118898/G1245464,6131714,L6117992,G1244237/,#89910100009010172868,#863709024266134,0,0,5826,,0,0.76,1,1,,0,1,gmail.com,,953121,123,Out,,,,0,9416781768
5397910000,L&T,NARESH KUMAR,7015759059,Pun,Amsar,PCL,SDO21312,1146,H.NO. 477/4 MIG H B KNL Karnal HR IND,29.6630517/76.9956633,GP4457743,SDO21312,SDO21312,XYZ,05-Apr-19,123,1-Phase,SKM-145,L6119455/G1245461,6131023,L6119156,G1244227/,#89910100009010172033,#863709024197198,0,0,7336,,0,0.48,1,1,,0,1,gmail.com,,568456,123,Out,,,,0,7015759059
8703220000,L&T,ASHOK KUMAR,9991901234,Pun,Amsar,PCL,SDO21312,1146,S/O SADANAND 486 SEC . 4 Karnal HR IND,29.6629565/76.9957215,GP4457692,SDO21312,SDO21312,XYZ,05-Apr-19,123,1-Phase,SKM-145,L6119755/G1245462,6131721,L6119084,G1244236/,#89910100009010172132,#863709024293104,0,0,33575,,0,0.6,1,1,,0,1,gmail.com,,614774,123,Out,,,,0,9991901234
8088420000,MI Hold By L&T,SMT.SHAM DEVI,9034424901,Pun,Amsar,PCL,SDO21312,1141,W/O SURESH KUMAR M.MOH. KNL. Karnal HR IND,29.6645999/76.9971232,GP4457438,SDO21312,SDO21312,XYZ,05-Apr-19,123,1-Phase,SKM-145,61206661,6130353,L6120661/g1245203,G1245201/,#89910100009009947650,#863709024314728,0,0,6081,,0,0,1,1,,0,1,@,OMN,654995,123,Out,YES,,,0,9034424901
5450911706,L&T,SHER SINGH,9729222271,Pun,Amsar,PCL,SDO21312,1146,447 G.F SEC 4.5 KARNAL Karnal HR-132001 IND,29.6637043/76.9961224,GP4457607,SDO21312,SDO21312,XYZ,05-Apr-19,123,1-Phase,SKM-145,L6118072/G1245081,6138224,L6118862,G1245082/,#89910100009009950159,#863709024283147,0,0,5343,,0,0,1,1,,0,1,gmail.com,,6515271,123,Out,,,,0,9729222271
9345020000,L&T,MUNSHI RAM,9100000000,Pun,Amsar,PCL,SDO21312,1146,JATTAN GATE Karnal HR IND,29.6647569/76.9965333,GP4458111,SDO21312,SDO21312,XYZ,05-Apr-19,123,1-Phase,SKM-145,L6119014/g1244944,6131497,L6119702,g1244947/,#89910100009009950647,#863709024345318,0,0,21166,,0,0,1,1,,0,1,@,,6515730,123,Out,YES,,,0,9100000000
2445020000,L&T,SUNDER SINGH,9034891245,Pun,Amsar,PCL,SDO21312,1146,JATTAN GATE Karnal HR IND,29.6645304/76.997247,GP4457887,SDO21312,SDO21312,XYZ,05-Apr-19,123,1-Phase,SKM-145,L6118884/g1245221,6130291,l6118833,g1245220/,#89910100009009951843,#863709024370316,0,0,16886,,0,0,1,1,,0,1,@,,6515003,123,Out,YES,,,0,9034891245
9288574690,L&T,KELA DEVI,9034422666,Pun,Amsar,PCL,SDO21312,1146,652 SEC 4 KARNAL KARLAL Karnal HR-132001 IND,29.6636298/76.9965814,GP4457751,SDO21312,SDO21312,XYZ,05-Apr-19,123,1-Phase,SKM-145,L6119680/G1245074,6131760,L6119734,G1245075/,#89910100009009950548,#863709024263578,0,0,7162,,0,0,1,1,,0,1,@,,6483905,123,Out,,,,0,9034422666
8274910000,L&T,RAMESH KUMAR,9034156133,Pun,Amsar,PCL,SDO21312,1146,D 355 KALANDRI GATE Karnal HR IND,29.664625/76.9967959,GP4457439,SDO21312,SDO21312,XYZ,05-Apr-19,123,1-Phase,SKM-145,L6120594/G1245227,6131840,L6120768,G1245945/,#89910100009009951868,#863709024239404,0,0,5130,,0,0,1,1,,0,1,@,,6515001,123,Out,YES,,,0,9034156133
1774520000,Field Engg.,BALJEET MANI,8059931611,Pun,Amsar,PCL,SDO21312,1146,S/O S.P MANI H.N 482 Karnal HR IND,29.662998/76.9957471,GP4457690,SDO21312,SDO21312,XYZ,05-Apr-19,123,1-Phase,SKM-145,L6119737/G1245452,6131754,L6119427,G1244233/,#89910100009010172504,#863709024293229,0,0,3060,,0,0.24,1,1,,0,1,gmail.com,OK,6515544,123,Out,,,,0,8059931611
258420000,MI Hold By L&T,SMT. SAROJ RANI,9034241836,Pun,Amsar,PCL,SDO21312,1146,W\O SH. SATISH KUMAR H. 443 SEC.4 Karnal HR IND,29.6637174/76.9965225,GP4457748,SDO21312,SDO21312,XYZ,05-Apr-19,123,1-Phase,SKM-145,L6119416/G1245070,6132109,L6119677,G1245071/,#89910100009009950316,#863709024283733,0,0,3991,,0,0,1,1,,0,1,@,new meter photo,6515565,123,Out,,,,0,9034241836
6225520000,MI Hold By L&T,N K JAIN,9729978029,Pun,Amsar,PCL,SDO21312,1146,S/O R S JAIN HNO 581 4-May Karnal HR IND,29.66455/76.9967734,GP4457863,SDO21312,SDO21312,XYZ,05-Apr-19,123,1-Phase,SKM-145,L6118567,6130219,L6119666,G1245228/,#89910100009009951827,#863709024303630,0,0,11469,,0,0,1,1,,0,1,@,old meter number,,123,Out,,,,0,9729978029
2948420000,MI Hold By L&T,SHAM SINGH,9463173907,Pun,Amsar,PCL,SDO21312,1146,S/O HARBANS SINGH HN O 630/4-5 Karnal HR IND,29.664679/76.9964864,GP4458110,SDO21312,SDO21312,XYZ,05-Apr-19,123,1-Phase,SKM-145,L6119878/G1244942,6131983,L611828,G1245946/,#89910100009009950639,#863709024391395,0,0,12268,,0,0,1,1,,0,1,@,old meter number,6514999,123,Out,,,,0,9463173907
5732220000,L&T,PHOOL KUMARI,9896745513,Pun,Amsar,PCL,SDO21312,1146,RAM DEV 130/4 M.MSG Karnal HR IND,29.6649442/76.9968658,GP4457889,SDO21312,SDO21312,XYZ,05-Apr-19,123,1-Phase,SKM-145,l6122218,6138717,l6119662,g1245222/g1245223,#89910100009009949854,#863709022760930,0,0,26411,,0,0,1,1,,0,1,@,,11737022,123,Out,NO,,,0,9896745513
9071910000,L&T,SHRI CHAND,7206264862,Pun,Amsar,PCL,SDO21312,1146,D 194 KALANDRI GATE Karnal HR IND,29.6646307/76.9967204,GP4457437,SDO21312,SDO21312,XYZ,05-Apr-19,123,1-Phase,SKM-145,L6120598/G1245202,6132156,L6120599,G1245230/,#89910100009009950845,#863709024307250,0,0,11697,,0,0,1,1,,0,1,@,OK,6341463,123,Out,YES,,,0,7206264862
7574520000,L&T,PARKASH DEVI,9416008789,Pun,Amsar,PCL,SDO21312,1146,#656/4-5 S.F. Karnal HR IND,29.6637626/76.9961305,GP4458177,SDO21312,SDO21312,XYZ,05-Apr-19,123,1-Phase,SKM-145,L6403233/G1245083,6138550,L6403410,G1245085/,#89910100009009951694,#863709024773550,0,15668,15668,,0,0,1,1,,0,1,gmail.com,OK,11129620,123,Out,YES,,,0,9416008789
2180420000,L&T,PARVESH KUMAR GARG,9050008354,Pun,Amsar,PCL,SDO21312,1146,KARAN GATE Karnal HR IND,29.6646417/76.9967775,GP4457441,SDO21312,SDO21312,XYZ,05-Apr-19,123,1-Phase,SKM-145,L6120744/G1245231,6130511,L6120157,G1245229/,#89910100009009947809,#863709024250013,0,0,9190,,0,0,1,1,,0,1,@,,6515000,123,Out,YES,,,0,9050008354
6897910000,L&T,RAJESH,9068267526,Pun,Amsar,PCL,SDO21312,1146,1000/4 Karnal HR IND,29.6704354/76.9958071,GP4457763,SDO21312,SDO21312,XYZ,06-Apr-19,123,1-Phase,SKM-145,L6119723/G1245360,6131073,L6119540,G1245352/,#89910100009010174682,#863709024273668,0,0,4767,,0,0,1,1,,0,1,@,,6485201,123,Out,,,,0,9068267526
